bebor,b,e,b,o,r
beder,b,e,d,e,r
befäl,b,e,f,ä,l
begår,b,e,g,å,r
begär,b,e,g,ä,r
behag,b,e,h,a,g
behov,b,e,h,o,v
beige,b,e,i,g,e
benar,b,e,n,a,r
benig,b,e,n,i,g
berså,b,e,r,s,å
beröm,b,e,r,ö,m
berör,b,e,r,ö,r
besök,b,e,s,ö,k
betar,b,e,t,a,r
betyg,b,e,t,y,g
bevis,b,e,v,i,s
bevåg,b,e,v,å,g
bibel,b,i,b,e,l
bidar,b,i,d,a,r
bilar,b,i,l,a,r
binda,b,i,n,d,a
binge,b,i,n,g,e
bingo,b,i,n,g,o
binär,b,i,n,ä,r
bisak,b,i,s,a,k
biter,b,i,t,e,r
bitsk,b,i,t,s,k
bitti,b,i,t,t,i
björk,b,j,ö,r,k
björn,b,j,ö,r,n
black,b,l,a,c,k
bland,b,l,a,n,d
blank,b,l,a,n,k
blasé,b,l,a,s,é
blask,b,l,a,s,k
blast,b,l,a,s,t
bleck,b,l,e,c,k
blick,b,l,i,c,k
blind,b,l,i,n,d
blixt,b,l,i,x,t
block,b,l,o,c,k
blond,b,l,o,n,d
bloss,b,l,o,s,s
blott,b,l,o,t,t
blues,b,l,u,e,s
bluff,b,l,u,f,f
blund,b,l,u,n,d
blygd,b,l,y,g,d
blåsa,b,l,å,s,a
blåst,b,l,å,s,t
bläck,b,l,ä,c,k
blöja,b,l,ö,j,a
blöta,b,l,ö,t,a
bobin,b,o,b,i,n
boett,b,o,e,t,t
bohag,b,o,h,a,g
bohem,b,o,h,e,m
bokar,b,o,k,a,r
bolag,b,o,l,a,g
bonad,b,o,n,a,d
bonar,b,o,n,a,r
bonde,b,o,n,d,e
bonus,b,o,n,u,s
boots,b,o,o,t,s
borde,b,o,r,d,e
boren,b,o,r,e,n
borst,b,o,r,s,t
borta,b,o,r,t,a
botar,b,o,t,a,r
boxas,b,o,x,a,s
bragd,b,r,a,g,d
brand,b,r,a,n,d
brann,b,r,a,n,n
brant,b,r,a,n,t
brasa,b,r,a,s,a
brass,b,r,a,s,s
brast,b,r,a,s,t
bravo,b,r,a,v,o
bredd,b,r,e,d,d
brink,b,r,i,n,k
brist,b,r,i,s,t
brits,b,r,i,t,s
britt,b,r,i,t,t
broms,b,r,o,m,s
brons,b,r,o,n,s
brosk,b,r,o,s,k
brott,b,r,o,t,t
brunn,b,r,u,n,n
brygd,b,r,y,g,d
bryne,b,r,y,n,e
brysk,b,r,y,s,k
bråck,b,r,å,c,k
bråte,b,r,å,t,e
bräda,b,r,ä,d,a
brädd,b,r,ä,d,d
bräde,b,r,ä,d,e
bränd,b,r,ä,n,d
bröst,b,r,ö,s,t
buffé,b,u,f,f,é
bukig,b,u,k,i,g
bulla,b,u,l,l,a
bulle,b,u,l,l,e
bunke,b,u,n,k,e
burit,b,u,r,i,t
busar,b,u,s,a,r
busig,b,u,s,i,g
buske,b,u,s,k,e
butik,b,u,t,i,k
byffé,b,y,f,f,é
bygel,b,y,g,e,l
bygge,b,y,g,g,e
bylte,b,y,l,t,e
byter,b,y,t,e,r
bådar,b,å,d,a,r
bäbis,b,ä,b,i,s
bägge,b,ä,g,g,e
bälte,b,ä,l,t,e
bärsa,b,ä,r,s,a
bävan,b,ä,v,a,n
bävar,b,ä,v,a,r
bäver,b,ä,v,e,r
bödel,b,ö,d,e,l
böjer,b,ö,j,e,r
bökar,b,ö,k,a,r
bökig,b,ö,k,i,g
bölar,b,ö,l,a,r
bölja,b,ö,l,j,a
bönar,b,ö,n,a,r
börda,b,ö,r,d,a
bössa,b,ö,s,s,a
bötar,b,ö,t,a,r
böter,b,ö,t,e,r
bövel,b,ö,v,e,l
cello,c,e,l,l,o
cerat,c,e,r,a,t
chans,c,h,a,n,s
chark,c,h,a,r,k
charm,c,h,a,r,m
check,c,h,e,c,k
chips,c,h,i,p,s
chock,c,h,o,c,k
choke,c,h,o,k,e
cider,c,i,d,e,r
cirka,c,i,r,k,a
citat,c,i,t,a,t
civil,c,i,v,i,l
clips,c,l,i,p,s
clown,c,l,o,w,n
crawl,c,r,a,w,l
credo,c,r,e,d,o
crêpe,c,r,ê,p,e
curry,c,u,r,r,y
cykel,c,y,k,e,l
cysta,c,y,s,t,a
d v s,d, ,v, ,s
dadel,d,a,d,e,l
dagas,d,a,g,a,s
dager,d,a,g,e,r
dagis,d,a,g,i,s
dalar,d,a,l,a,r
danar,d,a,n,a,r
dansk,d,a,n,s,k
dator,d,a,t,o,r
datum,d,a,t,u,m
debet,d,e,b,e,t
debut,d,e,b,u,t
degar,d,e,g,a,r
degel,d,e,g,e,l
dekal,d,e,k,a,l
dekis,d,e,k,i,s
dekor,d,e,k,o,r
delar,d,e,l,a,r
delta,d,e,l,t,a
demon,d,e,m,o,n
denim,d,e,n,i,m
denna,d,e,n,n,a
deras,d,e,r,a,s
dessa,d,e,s,s,a
desto,d,e,s,t,o
detta,d,e,t,t,a
devis,d,e,v,i,s
diger,d,i,g,e,r
dille,d,i,l,l,e
dimma,d,i,m,m,a
disko,d,i,s,k,o
disig,d,i,s,i,g
ditåt,d,i,t,å,t
divan,d,i,v,a,n
djupt,d,j,u,p,t
djärv,d,j,ä,r,v
docka,d,o,c,k,a
dolde,d,o,l,d,e
domän,d,o,m,ä,n
dopar,d,o,p,a,r
drack,d,r,a,c,k
dragg,d,r,a,g,g
drake,d,r,a,k,e
drama,d,r,a,m,a
dress,d,r,e,s,s
drift,d,r,i,f,t
drill,d,r,i,l,l
drink,d,r,i,n,k
driva,d,r,i,v,a
drive,d,r,i,v,e
dropp,d,r,o,p,p
druva,d,r,u,v,a
dryck,d,r,y,c,k
drygt,d,r,y,g,t
dräkt,d,r,ä,k,t
dräng,d,r,ä,n,g
duell,d,u,e,l,l
duett,d,u,e,t,t
duger,d,u,g,e,r
dukar,d,u,k,a,r
dunge,d,u,n,g,e
dusch,d,u,s,c,h
dvala,d,v,a,l,a
dvärg,d,v,ä,r,g
dyker,d,y,k,e,r
dylik,d,y,l,i,k
dynga,d,y,n,g,a
dålig,d,å,l,i,g
dånar,d,å,n,a,r
dåsar,d,å,s,a,r
dåsig,d,å,s,i,g
däran,d,ä,r,a,n
därom,d,ä,r,o,m
därpå,d,ä,r,p,å
däven,d,ä,v,e,n
dödar,d,ö,d,a,r
dömer,d,ö,m,e,r
döper,d,ö,p,e,r
efter,e,f,t,e,r
eggar,e,g,g,a,r
ejder,e,j,d,e,r
eksem,e,k,s,e,m
eldar,e,l,d,a,r
elfte,e,l,f,t,e
eller,e,l,l,e,r
eloge,e,l,o,g,e
emalj,e,m,a,l,j
enhet,e,n,h,e,t
enkel,e,n,k,e,l
enkät,e,n,k,ä,t
enorm,e,n,o,r,m
enrum,e,n,r,u,m
ensak,e,n,s,a,k
ensam,e,n,s,a,m
entré,e,n,t,r,é
envar,e,n,v,a,r
envis,e,n,v,i,s
enzym,e,n,z,y,m
episk,e,p,i,s,k
erfar,e,r,f,a,r
etapp,e,t,a,p,p
etisk,e,t,i,s,k
etsar,e,t,s,a,r
exakt,e,x,a,k,t
extas,e,x,t,a,s
extra,e,x,t,r,a
fabel,f,a,b,e,l
facit,f,a,c,i,t
fader,f,a,d,e,r
fadäs,f,a,d,ä,s
fager,f,a,g,e,r
fakta,f,a,k,t,a
falsk,f,a,l,s,k
famös,f,a,m,ö,s
fanér,f,a,n,é,r
fanns,f,a,n,n,s
farin,f,a,r,i,n
farit,f,a,r,i,t
farsa,f,a,r,s,a
fasad,f,a,s,a,d
fasan,f,a,s,a,n
fasar,f,a,s,a,r
fason,f,a,s,o,n
fasta,f,a,s,t,a
fatal,f,a,t,a,l
fauna,f,a,u,n,a
favör,f,a,v,ö,r
feber,f,e,b,e,r
fejar,f,e,j,a,r
felar,f,e,l,a,r
femma,f,e,m,m,a
femte,f,e,m,t,e
ferie,f,e,r,i,e
fetma,f,e,t,m,a
fiber,f,i,b,e,r
ficka,f,i,c,k,a
figur,f,i,g,u,r
fikar,f,i,k,a,r
fikon,f,i,k,o,n
fikus,f,i,k,u,s
filar,f,i,l,a,r
filur,f,i,l,u,r
final,f,i,n,a,l
finka,f,i,n,k,a
finne,f,i,n,n,e
finns,f,i,n,n,s
finsk,f,i,n,s,k
firar,f,i,r,a,r
firma,f,i,r,m,a
fiser,f,i,s,e,r
fiske,f,i,s,k,e
fixar,f,i,x,a,r
fjant,f,j,a,n,t
fjord,f,j,o,r,d
fjäll,f,j,ä,l,l
fjärd,f,j,ä,r,d
fjärt,f,j,ä,r,t
fjäsk,f,j,ä,s,k
flabb,f,l,a,b,b
flack,f,l,a,c,k
flaga,f,l,a,g,a
flagg,f,l,a,g,g
flera,f,l,e,r,a
flink,f,l,i,n,k
flint,f,l,i,n,t
flirt,f,l,i,r,t
flisa,f,l,i,s,a
flock,f,l,o,c,k
flora,f,l,o,r,a
flott,f,l,o,t,t
fluga,f,l,u,g,a
fluor,f,l,u,o,r
flykt,f,l,y,k,t
fläck,f,l,ä,c,k
fläkt,f,l,ä,k,t
fläng,f,l,ä,n,g
flärd,f,l,ä,r,d
fläsk,f,l,ä,s,k
fläta,f,l,ä,t,a
flöde,f,l,ö,d,e
flöjt,f,l,ö,j,t
flört,f,l,ö,r,t
flöte,f,l,ö,t,e
fnask,f,n,a,s,k
fnatt,f,n,a,t,t
foajé,f,o,a,j,é
foder,f,o,d,e,r
fogar,f,o,g,a,r
fogde,f,o,g,d,e
fokus,f,o,k,u,s
folie,f,o,l,i,e
forum,f,o,r,u,m
fotar,f,o,t,a,r
frack,f,r,a,c,k
frakt,f,r,a,k,t
frank,f,r,a,n,k
frans,f,r,a,n,s
friar,f,r,i,a,r
frisk,f,r,i,s,k
frist,f,r,i,s,t
front,f,r,o,n,t
frost,f,r,o,s,t
fruga,f,r,u,g,a
frukt,f,r,u,k,t
fråga,f,r,å,g,a
fräck,f,r,ä,c,k
fröjd,f,r,ö,j,d
fullo,f,u,l,l,o
furir,f,u,r,i,r
fylla,f,y,l,l,a
fylld,f,y,l,l,d
fyllo,f,y,l,l,o
fysik,f,y,s,i,k
fågel,f,å,g,e,l
fånga,f,å,n,g,a
fånge,f,å,n,g,e
fånig,f,å,n,i,g
fåtal,f,å,t,a,l
fälla,f,ä,l,l,a
färde,f,ä,r,d,e
färja,f,ä,r,j,a
färre,f,ä,r,r,e
färsk,f,ä,r,s,k
fäste,f,ä,s,t,e
föder,f,ö,d,e,r
följd,f,ö,l,j,d
följe,f,ö,l,j,e
förbi,f,ö,r,b,i
förra,f,ö,r,r,a
först,f,ö,r,s,t
förti,f,ö,r,t,i
förut,f,ö,r,u,t
föser,f,ö,s,e,r
gagna,g,a,g,n,a
galax,g,a,l,a,x
galen,g,a,l,e,n
galge,g,a,l,g,e
galla,g,a,l,l,a
galär,g,a,l,ä,r
gapar,g,a,p,a,r
garde,g,a,r,d,e
gasol,g,a,s,o,l
gavel,g,a,v,e,l
gebit,g,e,b,i,t
gehör,g,e,h,ö,r
gemen,g,e,m,e,n
gemål,g,e,m,å,l
genom,g,e,n,o,m
genre,g,e,n,r,e
genus,g,e,n,u,s
getto,g,e,t,t,o
gevär,g,e,v,ä,r
gifte,g,i,f,t,e
ginst,g,i,n,s,t
girar,g,i,r,a,r
girig,g,i,r,i,g
given,g,i,v,e,n
giver,g,i,v,e,r
givit,g,i,v,i,t
gjort,g,j,o,r,t
glans,g,l,a,n,s
glapp,g,l,a,p,p
glass,g,l,a,s,s
glatt,g,l,a,t,t
glimt,g,l,i,m,t
glosa,g,l,o,s,a
glugg,g,l,u,g,g
glänt,g,l,ä,n,t
glögg,g,l,ö,g,g
gnabb,g,n,a,b,b
gnäll,g,n,ä,l,l
godis,g,o,d,i,s
gosig,g,o,s,i,g
gosse,g,o,s,s,e
grabb,g,r,a,b,b
grann,g,r,a,n,n
grepp,g,r,e,p,p
greve,g,r,e,v,e
grill,g,r,i,l,l
grind,g,r,i,n,d
groda,g,r,o,d,a
grodd,g,r,o,d,d
grogg,g,r,o,g,g
groll,g,r,o,l,l
grund,g,r,u,n,d
grupp,g,r,u,p,p
gruva,g,r,u,v,a
gryta,g,r,y,t,a
gräll,g,r,ä,l,l
gränd,g,r,ä,n,d
gräns,g,r,ä,n,s
gröda,g,r,ö,d,a
gubbe,g,u,b,b,e
guide,g,u,i,d,e
gumma,g,u,m,m,a
gummi,g,u,m,m,i
gunga,g,u,n,g,a
gunst,g,u,n,s,t
gurka,g,u,r,k,a
gädda,g,ä,d,d,a
gälar,g,ä,l,a,r
gänga,g,ä,n,g,a
gärde,g,ä,r,d,e
gärna,g,ä,r,n,a
göder,g,ö,d,e,r
habil,h,a,b,i,l
hacka,h,a,c,k,a
hagel,h,a,g,e,l
hagga,h,a,g,g,a
hajar,h,a,j,a,r
halar,h,a,l,a,r
halka,h,a,l,k,a
hallå,h,a,l,l,å
halva,h,a,l,v,a
halvö,h,a,l,v,ö
hambo,h,a,m,b,o
hanne,h,a,n,n,e
harem,h,a,r,e,m
harpa,h,a,r,p,a
hasar,h,a,s,a,r
hasch,h,a,s,c,h
hatar,h,a,t,a,r
havre,h,a,v,r,e
heder,h,e,d,e,r
hejar,h,e,j,a,r
hekto,h,e,k,t,o
helig,h,e,l,i,g
helst,h,e,l,s,t
hemma,h,e,m,m,a
hemsk,h,e,m,s,k
hemåt,h,e,m,å,t
henne,h,e,n,n,e
herde,h,e,r,d,e
herre,h,e,r,r,e
hetat,h,e,t,a,t
heter,h,e,t,e,r
hetta,h,e,t,t,a
hette,h,e,t,t,e
hicka,h,i,c,k,a
himla,h,i,m,l,a
hindu,h,i,n,d,u
hinna,h,i,n,n,a
hitom,h,i,t,o,m
hitre,h,i,t,r,e
hitåt,h,i,t,å,t
hjord,h,j,o,r,d
hjort,h,j,o,r,t
hjälm,h,j,ä,l,m
hjälp,h,j,ä,l,p
hobby,h,o,b,b,y
holme,h,o,l,m,e
honom,h,o,n,o,m
hosta,h,o,s,t,a
hotar,h,o,t,a,r
hugad,h,u,g,a,d
human,h,u,m,a,n
humla,h,u,m,l,a
humle,h,u,m,l,e
humor,h,u,m,o,r
humör,h,u,m,ö,r
hurra,h,u,r,r,a
hurså,h,u,r,s,å
hurts,h,u,r,t,s
husse,h,u,s,s,e
huvud,h,u,v,u,d
hydda,h,y,d,d,a
hyena,h,y,e,n,a
hygge,h,y,g,g,e
hylla,h,y,l,l,a
hylsa,h,y,l,s,a
hynda,h,y,n,d,a
hysch,h,y,s,c,h
hyser,h,y,s,e,r
hyska,h,y,s,k,a
hytta,h,y,t,t,a
hyvel,h,y,v,e,l
hågad,h,å,g,a,d
hånar,h,å,n,a,r
hårig,h,å,r,i,g
hädar,h,ä,d,a,r
häfta,h,ä,f,t,a
häfte,h,ä,f,t,e
häkte,h,ä,k,t,e
hälft,h,ä,l,f,t
hälsa,h,ä,l,s,a
hämnd,h,ä,m,n,d
hänge,h,ä,n,g,e
häpen,h,ä,p,e,n
härad,h,ä,r,a,d
härav,h,ä,r,a,v
härom,h,ä,r,o,m
härva,h,ä,r,v,a
hätsk,h,ä,t,s,k
hätta,h,ä,t,t,a
häver,h,ä,v,e,r
höger,h,ö,g,e,r
högre,h,ö,g,r,e
högst,h,ö,g,s,t
höjer,h,ö,j,e,r
hölje,h,ö,l,j,e
hörna,h,ö,r,n,a
i dag,i, ,d,a,g
ideal,i,d,e,a,l
idiom,i,d,i,o,m
idiot,i,d,i,o,t
idkar,i,d,k,a,r
idyll,i,d,y,l,l
ifall,i,f,a,l,l
ifatt,i,f,a,t,t
ifrån,i,f,r,å,n
igång,i,g,å,n,g
ihjäl,i,h,j,ä,l
ikapp,i,k,a,p,p
ilska,i,l,s,k,a
image,i,m,a,g,e
immig,i,m,m,i,g
immun,i,m,m,u,n
index,i,n,d,e,x
inför,i,n,f,ö,r
ingen,i,n,g,e,n
inger,i,n,g,e,r
inget,i,n,g,e,t
ingår,i,n,g,å,r
inköp,i,n,k,ö,p
innan,i,n,n,a,n
inser,i,n,s,e,r
insjö,i,n,s,j,ö
insyn,i,n,s,y,n
insåg,i,n,s,å,g
intar,i,n,t,a,r
intet,i,n,t,e,t
intim,i,n,t,i,m
intog,i,n,t,o,g
intyg,i,n,t,y,g
inuti,i,n,u,t,i
invid,i,n,v,i,d
invit,i,n,v,i,t
ironi,i,r,o,n,i
irrar,i,r,r,a,r
islam,i,s,l,a,m
ivrig,i,v,r,i,g
jacka,j,a,c,k,a
jagar,j,a,g,a,r
jakar,j,a,k,a,r
jamar,j,a,m,a,r
japan,j,a,p,a,n
jeans,j,e,a,n,s
jippo,j,i,p,p,o
joker,j,o,k,e,r
jolle,j,o,l,l,e
joule,j,o,u,l,e
joxar,j,o,x,a,r
jubel,j,u,b,e,l
juice,j,u,i,c,e
jumbo,j,u,m,b,o
jumpa,j,u,m,p,a
junta,j,u,n,t,a
juvel,j,u,v,e,l
juver,j,u,v,e,r
jycke,j,y,c,k,e
jäkel,j,ä,k,e,l
jäkla,j,ä,k,l,a
jämte,j,ä,m,t,e
jänta,j,ä,n,t,a
jäser,j,ä,s,e,r
jätte,j,ä,t,t,e
jävig,j,ä,v,i,g
jävla,j,ä,v,l,a
kabel,k,a,b,e,l
kabin,k,a,b,i,n
kaffe,k,a,f,f,e
kajak,k,a,j,a,k
kakao,k,a,k,a,o
kakel,k,a,k,e,l
kalas,k,a,l,a,s
kamel,k,a,m,e,l
kamin,k,a,m,i,n
kanal,k,a,n,a,l
kanar,k,a,n,a,r
kanel,k,a,n,e,l
kanin,k,a,n,i,n
kanna,k,a,n,n,a
kanon,k,a,n,o,n
kanot,k,a,n,o,t
kanyl,k,a,n,y,l
kapar,k,a,p,a,r
kappa,k,a,p,p,a
karat,k,a,r,a,t
karda,k,a,r,d,a
karré,k,a,r,r,é
karta,k,a,r,t,a
kassa,k,a,s,s,a
kasse,k,a,s,s,e
kavaj,k,a,v,a,j
kavat,k,a,v,a,t
kavel,k,a,v,e,l
kaxig,k,a,x,i,g
kedja,k,e,d,j,a
kelar,k,e,l,a,r
kikar,k,i,k,a,r
kilar,k,i,l,a,r
kille,k,i,l,l,e
kines,k,i,n,e,s
kiosk,k,i,o,s,k
kisar,k,i,s,a,r
kisel,k,i,s,e,l
kisse,k,i,s,s,e
kista,k,i,s,t,a
kivas,k,i,v,a,s
klack,k,l,a,c,k
kladd,k,l,a,d,d
klaff,k,l,a,f,f
klang,k,l,a,n,g
klant,k,l,a,n,t
klapp,k,l,a,p,p
klase,k,l,a,s,e
klass,k,l,a,s,s
klave,k,l,a,v,e
kliar,k,l,i,a,r
klick,k,l,i,c,k
klimp,k,l,i,m,p
klipp,k,l,i,p,p
kloak,k,l,o,a,k
kloss,k,l,o,s,s
klubb,k,l,u,b,b
klump,k,l,u,m,p
klunk,k,l,u,n,k
klyka,k,l,y,k,a
klåda,k,l,å,d,a
knall,k,n,a,l,l
knapp,k,n,a,p,p
knark,k,n,a,r,k
knekt,k,n,e,k,t
knipa,k,n,i,p,a
knoge,k,n,o,g,e
knopp,k,n,o,p,p
knorr,k,n,o,r,r
knota,k,n,o,t,a
knott,k,n,o,t,t
knuff,k,n,u,f,f
knyck,k,n,y,c,k
knyst,k,n,y,s,t
knyte,k,n,y,t,e
knäar,k,n,ä,a,r
knäck,k,n,ä,c,k
knäpp,k,n,ä,p,p
kobbe,k,o,b,b,e
kodar,k,o,d,a,r
kofot,k,o,f,o,t
kofta,k,o,f,t,a
kokar,k,o,k,a,r
kolik,k,o,l,i,k
kolja,k,o,l,j,a
kolli,k,o,l,l,i
kollo,k,o,l,l,o
kolon,k,o,l,o,n
komet,k,o,m,e,t
komma,k,o,m,m,a
konst,k,o,n,s,t
konto,k,o,n,t,o
kopia,k,o,p,i,a
korar,k,o,r,a,r
korta,k,o,r,t,a
kossa,k,o,s,s,a
kotte,k,o,t,t,e
kovan,k,o,v,a,n
kpist,k,p,i,s,t
krafs,k,r,a,f,s
kraft,k,r,a,f,t
krage,k,r,a,g,e
krake,k,r,a,k,e
kramp,k,r,a,m,p
krams,k,r,a,m,s
krans,k,r,a,n,s
krass,k,r,a,s,s
kreti,k,r,e,t,i
krets,k,r,e,t,s
kring,k,r,i,n,g
krita,k,r,i,t,a
kroat,k,r,o,a,t
krock,k,r,o,c,k
krona,k,r,o,n,a
kropp,k,r,o,p,p
kruka,k,r,u,k,a
krupp,k,r,u,p,p
kryss,k,r,y,s,s
kråka,k,r,å,k,a
kräks,k,r,ä,k,s
kräpp,k,r,ä,p,p
kuban,k,u,b,a,n
kudde,k,u,d,d,e
kugge,k,u,g,g,e
kulen,k,u,l,e,n
kulle,k,u,l,l,e
kulör,k,u,l,ö,r
kunde,k,u,n,d,e
kunna,k,u,n,n,a
kupol,k,u,p,o,l
kurir,k,u,r,i,r
kurra,k,u,r,r,a
kurva,k,u,r,v,a
kusin,k,u,s,i,n
kutar,k,u,t,a,r
kutym,k,u,t,y,m
kuvar,k,u,v,a,r
kuvös,k,u,v,ö,s
kvarg,k,v,a,r,g
kvark,k,v,a,r,k
kvarn,k,v,a,r,n
kvart,k,v,a,r,t
kvast,k,v,a,s,t
kvick,k,v,i,c,k
kviga,k,v,i,g,a
kvirr,k,v,i,r,r
kvist,k,v,i,s,t
kvitt,k,v,i,t,t
kväll,k,v,ä,l,l
kväve,k,v,ä,v,e
kvävs,k,v,ä,v,s
kyffe,k,y,f,f,e
kyler,k,y,l,e,r
kylig,k,y,l,i,g
kynne,k,y,n,n,e
kyrka,k,y,r,k,a
kåsör,k,å,s,ö,r
kägla,k,ä,g,l,a
käkar,k,ä,k,a,r
kälke,k,ä,l,k,e
källa,k,ä,l,l,a
kämpe,k,ä,m,p,e
kände,k,ä,n,d,e
känga,k,ä,n,g,a
känns,k,ä,n,n,s
kärna,k,ä,r,n,a
kärra,k,ä,r,r,a
kärve,k,ä,r,v,e
köper,k,ö,p,e,r
körde,k,ö,r,d,e
labil,l,a,b,i,l
lagar,l,a,g,a,r
lager,l,a,g,e,r
lagom,l,a,g,o,m
lakan,l,a,k,a,n
lampa,l,a,m,p,a
lapar,l,a,p,a,r
laser,l,a,s,e,r
lasso,l,a,s,s,o
later,l,a,t,e,r
latin,l,a,t,i,n
lavin,l,a,v,i,n
leder,l,e,d,e,r
ledig,l,e,d,i,g
legal,l,e,g,a,l
legat,l,e,g,a,t
lejer,l,e,j,e,r
lejon,l,e,j,o,n
leker,l,e,k,e,r
lekis,l,e,k,i,s
letar,l,e,t,a,r
levat,l,e,v,a,t
levde,l,e,v,d,e
lever,l,e,v,e,r
lider,l,i,d,e,r
likör,l,i,k,ö,r
lilja,l,i,l,j,a
lilla,l,i,l,l,a
limpa,l,i,m,p,a
linda,l,i,n,d,a
linje,l,i,n,j,e
linne,l,i,n,n,e
lipar,l,i,p,a,r
lirar,l,i,r,a,r
lista,l,i,s,t,a
liten,l,i,t,e,n
liter,l,i,t,e,r
litet,l,i,t,e,t
livad,l,i,v,a,d
ljung,l,j,u,n,g
lobby,l,o,b,b,y
logik,l,o,g,i,k
lojal,l,o,j,a,l
lokal,l,o,k,a,l
loppa,l,o,p,p,a
loska,l,o,s,k,a
lotta,l,o,t,t,a
lovar,l,o,v,a,r
lucia,l,u,c,i,a
lucka,l,u,c,k,a
luden,l,u,d,e,n
luder,l,u,d,e,r
lunch,l,u,n,c,h
lunga,l,u,n,g,a
lunta,l,u,n,t,a
lurar,l,u,r,a,r
lurig,l,u,r,i,g
lusta,l,u,s,t,a
lutar,l,u,t,a,r
lycka,l,y,c,k,a
lydde,l,y,d,d,e
lyder,l,y,d,e,r
lydig,l,y,d,i,g
lykta,l,y,k,t,a
lymfa,l,y,m,f,a
lynne,l,y,n,n,e
lyrik,l,y,r,i,k
lyser,l,y,s,e,r
lånar,l,å,n,a,r
långt,l,å,n,g,t
låser,l,å,s,e,r
låter,l,å,t,e,r
läcka,l,ä,c,k,a
läder,l,ä,d,e,r
läger,l,ä,g,e,r
lägre,l,ä,g,r,e
lägst,l,ä,g,s,t
läker,l,ä,k,e,r
länga,l,ä,n,g,a
längd,l,ä,n,g,d
länge,l,ä,n,g,e
längs,l,ä,n,g,s
lärka,l,ä,r,k,a
läser,l,ä,s,e,r
läsår,l,ä,s,å,r
löder,l,ö,d,e,r
löfte,l,ö,f,t,e
lömsk,l,ö,m,s,k
löper,l,ö,p,e,r
lösen,l,ö,s,e,n
löser,l,ö,s,e,r
macka,m,a,c,k,a
mager,m,a,g,e,r
maj:t,m,a,j,:,t
major,m,a,j,o,r
makar,m,a,k,a,r
malaj,m,a,l,a,j
malör,m,a,l,ö,r
mamma,m,a,m,m,a
